,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,Total_Assets,Assets_score,Assets_to_loan_score,Income_to_loan,Income_to_loan_score,Income_to_Loan_score_per_dependancy
167,1, Graduate, No,1800000,6500000,6,540,2500000,3200000,5000000,1100000,0,10700000,5778000000,888.9230769230769,1.6615384615384616,897.2307692307693,448.61538461538464
168,4, Not Graduate, Yes,9100000,35200000,6,341,1000000,300000,23100000,8200000,0,24400000,8320400000,236.375,1.5511363636363635,528.9375,105.7875
169,0, Not Graduate, Yes,4800000,17500000,2,371,11700000,6800000,18700000,3500000,1,37200000,13801200000,788.64,0.5485714285714286,203.52,203.52
170,3, Not Graduate, Yes,3800000,10500000,12,886,4000000,500000,14900000,2300000,1,19400000,17188400000,1636.990476190476,4.3428571428571425,3847.7714285714283,961.9428571428571
171,0, Not Graduate, No,1900000,4100000,18,801,400000,800000,4800000,1200000,1,6000000,4806000000,1172.1951219512196,8.341463414634147,6681.512195121952,6681.512195121952
172,3, Not Graduate, Yes,3600000,9500000,16,748,7700000,2400000,9700000,2600000,1,19800000,14810400000,1558.9894736842105,6.063157894736842,4535.242105263158,1133.8105263157895
173,2, Not Graduate, Yes,7400000,28200000,8,376,21900000,5000000,17400000,5200000,0,44300000,16656800000,590.6666666666666,2.099290780141844,789.3333333333333,263.1111111111111
174,4, Not Graduate, Yes,6600000,14300000,8,371,10800000,9500000,18500000,7400000,0,38800000,14394800000,1006.6293706293707,3.6923076923076925,1369.8461538461538,273.96923076923076
175,2, Graduate, No,1800000,5300000,6,826,4500000,700000,6500000,1300000,1,11700000,9664200000,1823.433962264151,2.0377358490566038,1683.1698113207547,561.0566037735849
176,4, Not Graduate, No,9200000,27200000,12,873,4500000,1800000,33800000,11400000,1,40100000,35007300000,1287.0330882352941,4.0588235294117645,3543.3529411764703,708.6705882352941
177,5, Not Graduate, Yes,2400000,8600000,8,309,500000,600000,5700000,2800000,0,6800000,2101200000,244.32558139534885,2.2325581395348837,689.8604651162791,114.97674418604652
178,4, Not Graduate, No,5600000,13300000,20,869,3300000,7500000,20000000,6500000,1,30800000,26765200000,2012.421052631579,8.421052631578947,7317.894736842105,1463.578947368421
179,5, Graduate, No,3800000,13900000,12,534,4700000,2900000,8200000,2800000,0,15800000,8437200000,606.9928057553957,3.2805755395683454,1751.8273381294964,291.9712230215827
180,3, Not Graduate, Yes,4500000,17900000,6,787,9800000,3600000,14300000,4200000,1,27700000,21799900000,1217.8715083798882,1.5083798882681565,1187.0949720670392,296.7737430167598
181,0, Graduate, Yes,900000,2200000,16,566,100000,700000,2000000,600000,1,2800000,1584800000,720.3636363636364,6.545454545454546,3704.727272727273,3704.727272727273
182,0, Not Graduate, No,2800000,9900000,8,742,4900000,1300000,6700000,1700000,1,12900000,9571800000,966.8484848484849,2.2626262626262625,1678.8686868686868,1678.8686868686868
183,2, Not Graduate, No,7500000,23100000,4,824,12100000,10900000,26300000,9500000,1,49300000,40623200000,1758.5800865800866,1.2987012987012987,1070.1298701298701,356.7099567099567
184,4, Graduate, No,1400000,3100000,14,575,3000000,2100000,4900000,1400000,1,10000000,5750000000,1854.8387096774193,6.32258064516129,3635.483870967742,727.0967741935484
185,2, Graduate, Yes,3800000,10900000,10,766,1900000,3900000,8600000,3000000,1,14400000,11030400000,1011.9633027522935,3.4862385321100917,2670.4587155963304,890.1529051987768
186,1, Not Graduate, Yes,1700000,5000000,10,888,2900000,900000,4100000,2200000,1,7900000,7015200000,1403.04,3.4,3019.2,1509.6
187,3, Graduate, Yes,9000000,30400000,6,638,16800000,11000000,26900000,9200000,1,54700000,34898600000,1147.9802631578948,1.7763157894736843,1133.2894736842106,283.32236842105266
188,5, Not Graduate, Yes,7300000,23300000,6,622,7100000,11600000,26400000,10500000,1,45100000,28052200000,1203.9570815450643,1.8798283261802575,1169.25321888412,194.8755364806867
189,1, Not Graduate, No,7400000,19800000,18,458,12600000,6200000,27700000,4000000,0,46500000,21297000000,1075.6060606060605,6.7272727272727275,3081.090909090909,1540.5454545454545
190,1, Not Graduate, No,9000000,28200000,16,327,1700000,2300000,24000000,11200000,0,28000000,9156000000,324.6808510638298,5.1063829787234045,1669.7872340425533,834.8936170212767
191,0, Not Graduate, No,3000000,6500000,2,612,8800000,3400000,6700000,1700000,1,18900000,11566800000,1779.5076923076922,0.9230769230769231,564.9230769230769,564.9230769230769
192,1, Graduate, No,800000,2900000,8,682,2200000,1100000,2900000,700000,1,6200000,4228400000,1458.0689655172414,2.206896551724138,1505.103448275862,752.551724137931
193,2, Graduate, No,4800000,13200000,2,583,13700000,5800000,9500000,5200000,1,29000000,16907000000,1280.8333333333333,0.7272727272727273,424.0,141.33333333333334
194,5, Not Graduate, No,6400000,18300000,8,697,10000000,3600000,22500000,3600000,1,36100000,25161700000,1374.9562841530055,2.797814207650273,1950.0765027322404,325.0127504553734
195,3, Graduate, No,9200000,27100000,12,306,5800000,11500000,28000000,9600000,0,45300000,13861800000,511.50553505535055,4.07380073800738,1246.5830258302583,311.6457564575646
196,4, Not Graduate, Yes,400000,1500000,2,669,-100000,600000,900000,500000,1,1400000,936600000,624.4,0.5333333333333333,356.8,71.36
197,2, Not Graduate, No,2800000,6000000,18,816,6300000,4200000,8000000,3400000,1,18500000,15096000000,2516.0,8.4,6854.400000000001,2284.8
198,4, Not Graduate, Yes,8500000,28900000,20,455,15200000,5800000,22500000,9400000,0,43500000,19792500000,684.8615916955017,5.882352941176471,2676.470588235294,535.2941176470588
199,3, Graduate, Yes,4700000,16400000,10,318,11400000,8100000,16200000,4300000,0,35700000,11352600000,692.2317073170732,2.8658536585365852,911.3414634146341,227.83536585365852
200,4, Not Graduate, Yes,9800000,21200000,20,355,22000000,8900000,31800000,14400000,0,62700000,22258500000,1049.9292452830189,9.245283018867925,3282.0754716981132,656.4150943396227
201,2, Not Graduate, Yes,3800000,8900000,16,389,200000,5600000,12200000,2200000,0,18000000,7002000000,786.7415730337078,6.831460674157303,2657.438202247191,885.812734082397
202,2, Graduate, No,500000,1500000,2,888,1500000,300000,1500000,600000,1,3300000,2930400000,1953.6,0.6666666666666666,592.0,197.33333333333334
203,2, Graduate, Yes,6900000,15600000,6,352,13000000,5300000,22600000,10000000,0,40900000,14396800000,922.8717948717949,2.6538461538461537,934.1538461538461,311.38461538461536
204,4, Not Graduate, Yes,9600000,30100000,12,870,300000,6700000,38200000,5600000,1,45200000,39324000000,1306.4451827242524,3.8272425249169437,3329.700996677741,665.9401993355482
205,3, Not Graduate, No,2900000,6500000,18,827,8300000,600000,10400000,3200000,1,19300000,15961100000,2455.5538461538463,8.03076923076923,6641.446153846154,1660.3615384615384
206,2, Graduate, No,9800000,20900000,12,768,3400000,10200000,38600000,13400000,1,52200000,40089600000,1918.1626794258373,5.626794258373206,4321.377990430622,1440.4593301435407
207,0, Graduate, No,7100000,15400000,18,707,10300000,10800000,19600000,5800000,1,40700000,28774900000,1868.5,8.2987012987013,5867.181818181819,5867.181818181819
208,1, Not Graduate, Yes,7700000,19100000,10,355,11300000,4900000,21900000,6600000,0,38100000,13525500000,708.1413612565445,4.031413612565445,1431.151832460733,715.5759162303665
209,3, Graduate, No,1400000,3300000,2,652,100000,2100000,3500000,1900000,1,5700000,3716400000,1126.1818181818182,0.8484848484848485,553.2121212121212,138.3030303030303
210,3, Graduate, No,7800000,15900000,2,665,14400000,900000,27200000,5400000,1,42500000,28262500000,1777.5157232704403,0.9811320754716981,652.4528301886793,163.11320754716982
211,5, Not Graduate, Yes,1700000,6000000,18,420,500000,1600000,3700000,2300000,0,5800000,2436000000,406.0,5.1,2142.0,357.0
212,2, Not Graduate, No,8500000,32700000,18,471,12600000,9400000,33900000,12500000,0,55900000,26328900000,805.1651376146789,4.678899082568807,2203.761467889908,734.5871559633027
213,5, Not Graduate, No,1900000,7500000,20,715,5100000,2800000,6500000,2800000,1,14400000,10296000000,1372.8,5.066666666666666,3622.6666666666665,603.7777777777777
214,2, Not Graduate, Yes,6700000,15200000,10,689,0,8200000,15000000,6800000,1,23200000,15984800000,1051.6315789473683,4.407894736842105,3037.0394736842104,1012.3464912280701
215,3, Graduate, Yes,6900000,16400000,4,787,11100000,6100000,26400000,3800000,1,43600000,34313200000,2092.268292682927,1.6829268292682926,1324.4634146341464,331.1158536585366
216,2, Graduate, No,2600000,7800000,4,819,3100000,4300000,5700000,1500000,1,13100000,10728900000,1375.5,1.3333333333333333,1092.0,364.0
217,4, Graduate, Yes,9600000,21100000,6,809,16100000,9500000,34700000,8700000,1,60300000,48782700000,2311.9763033175354,2.7298578199052135,2208.454976303318,441.69099526066356
218,1, Not Graduate, Yes,6800000,17000000,2,744,15500000,3900000,23700000,3500000,1,43100000,32066400000,1886.2588235294118,0.8,595.2,297.6
219,0, Not Graduate, No,3200000,11300000,6,484,3500000,5500000,8500000,2100000,0,17500000,8470000000,749.5575221238938,1.6991150442477876,822.3716814159292,822.3716814159292
220,4, Not Graduate, No,2900000,10400000,6,673,5100000,1700000,10600000,1700000,1,17400000,11710200000,1125.9807692307693,1.6730769230769231,1125.9807692307693,225.19615384615386
221,3, Graduate, Yes,7900000,21200000,18,695,13800000,10600000,21800000,4900000,1,46200000,32109000000,1514.5754716981132,6.7075471698113205,4661.745283018868,1165.436320754717
222,4, Not Graduate, Yes,3900000,12400000,12,473,6400000,4700000,13100000,3800000,0,24200000,11446600000,923.1129032258065,3.774193548387097,1785.1935483870968,357.0387096774194
223,4, Graduate, Yes,4600000,11000000,2,491,9000000,4000000,16100000,3500000,0,29100000,14288100000,1298.918181818182,0.8363636363636363,410.6545454545454,82.13090909090909
224,3, Not Graduate, Yes,700000,1700000,8,733,1200000,800000,2400000,500000,1,4400000,3225200000,1897.1764705882354,3.2941176470588234,2414.5882352941176,603.6470588235294
225,0, Not Graduate, No,5200000,15600000,20,434,14100000,5800000,18100000,5500000,0,38000000,16492000000,1057.179487179487,6.666666666666667,2893.3333333333335,2893.3333333333335
226,3, Not Graduate, Yes,5900000,20600000,10,777,1900000,4600000,21200000,6400000,1,27700000,21522900000,1044.8009708737864,2.8640776699029127,2225.3883495145633,556.3470873786408
227,4, Graduate, No,7200000,19100000,4,774,9400000,7000000,17900000,3600000,1,34300000,26548200000,1389.958115183246,1.5078534031413613,1167.0785340314137,233.41570680628274
228,1, Not Graduate, Yes,8700000,27000000,10,717,25500000,8600000,17500000,9100000,1,51600000,36997200000,1370.2666666666667,3.2222222222222223,2310.3333333333335,1155.1666666666667
229,3, Not Graduate, Yes,1100000,3500000,12,503,3000000,400000,2200000,1200000,0,5600000,2816800000,804.8,3.7714285714285714,1897.0285714285715,474.25714285714287
230,1, Graduate, Yes,4000000,10900000,14,598,3600000,6600000,13600000,4400000,1,23800000,14232400000,1305.7247706422017,5.137614678899083,3072.2935779816517,1536.1467889908258
231,2, Graduate, No,9800000,32400000,2,543,24200000,17500000,25700000,7700000,1,67400000,36598200000,1129.5740740740741,0.6049382716049383,328.48148148148147,109.49382716049382
232,0, Not Graduate, Yes,2700000,6800000,20,796,700000,4200000,7000000,1900000,1,11900000,9472400000,1393.0,7.9411764705882355,6321.176470588235,6321.176470588235
233,3, Not Graduate, Yes,8800000,34600000,8,386,14800000,16500000,18400000,6000000,0,49700000,19184200000,554.456647398844,2.0346820809248554,785.3872832369942,196.34682080924856
234,5, Not Graduate, Yes,3300000,7800000,16,632,8500000,500000,7100000,4900000,1,16100000,10175200000,1304.5128205128206,6.769230769230769,4278.153846153846,713.025641025641
235,1, Graduate, Yes,6900000,23400000,4,481,18700000,1100000,23400000,10200000,1,43200000,20779200000,888.0,1.1794871794871795,567.3333333333334,283.6666666666667
236,3, Graduate, Yes,900000,3500000,4,770,700000,0,2000000,600000,0,2700000,2079000000,594.0,1.0285714285714285,791.9999999999999,197.99999999999997
237,3, Graduate, Yes,4100000,15500000,6,667,2800000,1600000,14700000,4000000,1,19100000,12739700000,821.916129032258,1.5870967741935484,1058.593548387097,264.64838709677423
238,3, Not Graduate, Yes,4700000,17500000,8,585,1200000,3100000,9600000,4900000,1,13900000,8131500000,464.65714285714284,2.1485714285714286,1256.9142857142858,314.22857142857146
239,5, Graduate, Yes,3400000,11600000,16,479,9200000,5700000,11200000,2400000,0,26100000,12501900000,1077.75,4.689655172413793,2246.3448275862065,374.3908045977011
240,2, Graduate, No,9600000,22500000,18,851,7400000,16200000,24300000,12700000,1,47900000,40762900000,1811.6844444444444,7.68,6535.679999999999,2178.56
241,3, Not Graduate, Yes,7000000,16200000,6,378,20000000,12600000,20300000,5500000,0,52900000,19996200000,1234.3333333333333,2.5925925925925926,980.0,245.0
242,5, Graduate, No,5700000,12900000,18,807,4100000,900000,18600000,5500000,1,23600000,19045200000,1476.3720930232557,7.953488372093023,6418.46511627907,1069.7441860465117
243,1, Not Graduate, Yes,8200000,32400000,18,831,22800000,12300000,17700000,7800000,1,52800000,43876800000,1354.2222222222222,4.555555555555555,3785.6666666666665,1892.8333333333333
244,2, Not Graduate, No,2100000,5100000,12,674,2200000,3200000,6400000,2400000,1,11800000,7953200000,1559.450980392157,4.9411764705882355,3330.3529411764707,1110.1176470588236
245,1, Not Graduate, Yes,8000000,28100000,18,725,1900000,12800000,23000000,7500000,1,37700000,27332500000,972.6868327402135,5.124555160142349,3715.302491103203,1857.6512455516015
246,2, Not Graduate, No,8000000,29300000,4,600,16500000,13200000,29400000,6500000,1,59100000,35460000000,1210.2389078498293,1.0921501706484642,655.2901023890785,218.4300341296928
247,0, Not Graduate, Yes,9400000,27000000,10,536,4400000,1700000,33800000,4800000,0,39900000,21386400000,792.0888888888888,3.4814814814814814,1866.0740740740741,1866.0740740740741
248,0, Graduate, No,8400000,20600000,10,477,1500000,1500000,25000000,11900000,0,28000000,13356000000,648.3495145631068,4.077669902912621,1945.0485436893205,1945.0485436893205
249,1, Not Graduate, Yes,1900000,5000000,6,560,1000000,1900000,6300000,1400000,1,9200000,5152000000,1030.4,2.28,1276.8,638.4
250,0, Not Graduate, Yes,4200000,16400000,20,539,9500000,2100000,11400000,3100000,0,23000000,12397000000,755.9146341463414,5.121951219512195,2760.7317073170734,2760.7317073170734
251,5, Graduate, No,2600000,9100000,8,852,3700000,700000,10300000,3300000,1,14700000,12524400000,1376.3076923076924,2.2857142857142856,1947.4285714285713,324.57142857142856
252,3, Not Graduate, No,3700000,8500000,20,853,8300000,5700000,7500000,4900000,1,21500000,18339500000,2157.5882352941176,8.705882352941176,7426.1176470588225,1856.5294117647056
253,0, Graduate, No,8800000,30900000,12,729,1700000,700000,25700000,11400000,1,28100000,20484900000,662.9417475728155,3.4174757281553396,2491.3398058252424,2491.3398058252424
254,2, Not Graduate, No,2100000,4700000,2,546,6000000,3200000,5700000,1500000,0,14900000,8135400000,1730.936170212766,0.8936170212765957,487.9148936170213,162.63829787234042
255,3, Graduate, Yes,900000,2400000,10,489,800000,0,2800000,500000,0,3600000,1760400000,733.5,3.75,1833.75,458.4375
256,3, Graduate, Yes,9800000,35400000,6,869,14400000,16400000,22800000,10300000,1,53600000,46578400000,1315.774011299435,1.6610169491525424,1443.4237288135594,360.85593220338984
257,2, Not Graduate, No,8000000,20000000,2,502,4100000,2200000,31600000,9900000,0,37900000,19025800000,951.29,0.8,401.6,133.86666666666667
258,0, Graduate, No,9800000,38800000,8,652,23200000,19000000,29700000,5400000,1,71900000,46878800000,1208.2164948453608,2.020618556701031,1317.4432989690722,1317.4432989690722
259,0, Not Graduate, Yes,300000,1100000,8,789,400000,100000,800000,400000,1,1300000,1025700000,932.4545454545455,2.1818181818181817,1721.4545454545453,1721.4545454545453
260,4, Not Graduate, No,2700000,8100000,4,325,5000000,800000,9900000,3400000,1,15700000,5102500000,629.9382716049382,1.3333333333333333,433.3333333333333,86.66666666666666
261,3, Graduate, Yes,7400000,19600000,2,716,4100000,8900000,29100000,4200000,1,42100000,30143600000,1537.938775510204,0.7551020408163265,540.6530612244898,135.16326530612244
262,3, Graduate, No,9200000,34300000,18,523,25600000,4000000,29100000,8800000,0,58700000,30700100000,895.0466472303207,4.82798833819242,2525.037900874636,631.259475218659
263,5, Not Graduate, No,9500000,22200000,20,352,24500000,0,30800000,7000000,0,55300000,19465600000,876.8288288288288,8.558558558558559,3012.612612612613,502.10210210210215
264,5, Graduate, Yes,3800000,14400000,2,345,3300000,800000,13000000,4700000,1,17100000,5899500000,409.6875,0.5277777777777778,182.08333333333334,30.347222222222225
265,0, Graduate, No,8300000,19400000,18,649,2500000,16100000,24300000,11300000,1,42900000,27842100000,1435.159793814433,7.701030927835052,4997.969072164949,4997.969072164949
266,2, Graduate, Yes,2800000,7400000,18,666,100000,2300000,6300000,3400000,1,8700000,5794200000,783.0,6.8108108108108105,4536.0,1512.0
267,0, Graduate, No,8600000,20900000,10,813,11300000,11900000,26000000,4800000,1,49200000,39999600000,1913.8564593301435,4.114832535885167,3345.358851674641,3345.358851674641
